"kind"	"id"	"levelreq"	"name"
"prefix"	"665"	"1"	"Crimson"
"prefix"	"666"	"1"	"Tangerine"
"prefix"	"667"	"1"	"Beryl"
"prefix"	"668"	"43"	"Godly"
"prefix"	"669"	"48"	"Cruel"
"prefix"	"670"	"0"	"Virulent"
"prefix"	"671"	"0"	"Virulent"
"prefix"	"672"	"0"	"Virulent"
"prefix"	"673"	"0"	"Virulent"
"prefix"	"674"	"0"	"Virulent"
"prefix"	"675"	"0"	"Incendiary"
"prefix"	"676"	"0"	"Incendiary"
"prefix"	"677"	"0"	"Incendiary"
"prefix"	"678"	"0"	"Incendiary"
"prefix"	"679"	"0"	"Incendiary"
"prefix"	"680"	"0"	"Gelid"
"prefix"	"681"	"0"	"Gelid"
"prefix"	"682"	"0"	"Gelid"
"prefix"	"683"	"0"	"Gelid"
"prefix"	"684"	"0"	"Gelid"
"prefix"	"685"	"0"	"Magnetic"
"prefix"	"686"	"0"	"Magnetic"
"prefix"	"687"	"0"	"Magnetic"
"prefix"	"688"	"0"	"Magnetic"
"prefix"	"689"	"0"	"Magnetic"
"prefix"	"690"	"0"	"Mystical"
"prefix"	"691"	"0"	"Mystical"
"prefix"	"692"	"0"	"Mystical"
"prefix"	"693"	"0"	"Mystical"
"prefix"	"694"	"0"	"Mystical"
"prefix"	"695"	"0"	"Breaching"
"prefix"	"696"	"0"	"Breaching"
"prefix"	"697"	"0"	"Breaching"
"prefix"	"698"	"0"	"Breaching"
"prefix"	"699"	"0"	"Breaching"
"prefix"	"700"	"0"	"Chaotic"
"prefix"	"701"	"0"	"Sullied"
"prefix"	"702"	"0"	"Fiendish"
"prefix"	"703"	"0"	"Chaotic"
"prefix"	"704"	"0"	"Erratic"
"prefix"	"705"	"0"	"Torrid"
"prefix"	"706"	"0"	"Sullied"
"prefix"	"707"	"0"	"Tainted"
"prefix"	"708"	"0"	"Forbidden"
"prefix"	"709"	"0"	"Fiendish"
"prefix"	"710"	"0"	"Dreadful"
"prefix"	"711"	"0"	"Malevolent"
"prefix"	"712"	"0"	"Devil's"
"prefix"	"713"	"0"	"Arch-Devil's"
"prefix"	"714"	"0"	"Devil's"
"prefix"	"715"	"0"	"Arch-Devil's"
"prefix"	"716"	"0"	"Virulent"
"prefix"	"717"	"0"	"Incendiary"
"prefix"	"718"	"0"	"Gelid"
"prefix"	"719"	"0"	"Magnetic"
"prefix"	"720"	"0"	"Mystical"
"prefix"	"721"	"0"	"Breaching"
"suffix"	"0"	"5"	"of Health"
"suffix"	"1"	"13"	"of Protection"
"suffix"	"2"	"19"	"of Absorption"
"suffix"	"3"	"26"	"of Life"
"suffix"	"4"	"0"	""
"suffix"	"5"	"5"	"of Warding"
"suffix"	"6"	"13"	"of the Sentinel"
"suffix"	"7"	"19"	"of Guarding"
"suffix"	"8"	"26"	"of Negation"
"suffix"	"9"	"0"	""
"suffix"	"10"	"18"	"of Piercing"
"suffix"	"11"	"12"	"of Bashing"
"suffix"	"12"	"4"	"of Puncturing"
"suffix"	"13"	"10"	"of Thorns"
"suffix"	"14"	"15"	"of Spikes"
"suffix"	"15"	"1"	"of Readiness"
"suffix"	"16"	"6"	"of Alacrity"
"suffix"	"17"	"14"	"of Swiftness"
"suffix"	"18"	"18"	"of Quickness"
"suffix"	"19"	"1"	"of Blocking"
"suffix"	"20"	"8"	"of Deflecting"
"suffix"	"21"	"3"	"of the Apprentice"
"suffix"	"22"	"12"	"of the Magus"
"suffix"	"23"	"3"	"of Frost"
"suffix"	"24"	"13"	"of the Glacier"
"suffix"	"25"	"41"	"of Frost"
"suffix"	"26"	"7"	"of Warmth"
"suffix"	"27"	"3"	"of Flame"
"suffix"	"28"	"11"	"of Fire"
"suffix"	"29"	"18"	"of Burning"
"suffix"	"30"	"30"	"of Flame"
"suffix"	"31"	"3"	"of Shock"
"suffix"	"32"	"11"	"of Lightning"
"suffix"	"33"	"18"	"of Thunder"
"suffix"	"34"	"37"	"of Shock"
"suffix"	"35"	"1"	"of Craftsmanship"
"suffix"	"36"	"3"	"of Quality"
"suffix"	"37"	"5"	"of Maiming"
"suffix"	"38"	"8"	"of Slaying"
"suffix"	"39"	"10"	"of Gore"
"suffix"	"40"	"14"	"of Carnage"
"suffix"	"41"	"18"	"of Slaughter"
"suffix"	"42"	"31"	"of Maiming"
"suffix"	"43"	"1"	"of Worth"
"suffix"	"44"	"4"	"of Measure"
"suffix"	"45"	"9"	"of Excellence"
"suffix"	"46"	"13"	"of Performance"
"suffix"	"47"	"27"	"of Measure"
"suffix"	"48"	"3"	"of Blight"
"suffix"	"49"	"11"	"of Venom"
"suffix"	"50"	"18"	"of Pestilence"
"suffix"	"51"	"33"	"of Blight"
"suffix"	"52"	"3"	"of Dexterity"
"suffix"	"53"	"3"	"of Dexterity"
"suffix"	"54"	"7"	"of Skill"
"suffix"	"55"	"33"	"of Skill"
"suffix"	"56"	"13"	"of Accuracy"
"suffix"	"57"	"16"	"of Precision"
"suffix"	"58"	"45"	"of Precision"
"suffix"	"59"	"22"	"of Perfection"
"suffix"	"60"	"3"	"of Balance"
"suffix"	"61"	"6"	"of Stability"
"suffix"	"62"	"0"	""
"suffix"	"63"	"7"	"of Regeneration"
"suffix"	"64"	"30"	"of Regeneration"
"suffix"	"65"	"52"	"of Regeneration"
"suffix"	"66"	"12"	"of Regrowth"
"suffix"	"67"	"41"	"of Regrowth"
"suffix"	"68"	"6"	"of Vileness"
"suffix"	"69"	"0"	""
"suffix"	"70"	"1"	"of Greed"
"suffix"	"71"	"12"	"of Wealth"
"suffix"	"72"	"9"	"of Chance"
"suffix"	"73"	"12"	"of Fortune"
"suffix"	"74"	"3"	"of Energy"
"suffix"	"75"	"3"	"of Energy"
"suffix"	"76"	"7"	"of the Mind"
"suffix"	"77"	"13"	"of Brilliance"
"suffix"	"78"	"16"	"of Sorcery"
"suffix"	"79"	"22"	"of Wizardry"
"suffix"	"80"	"6"	"of the Bear"
"suffix"	"81"	"4"	"of Light"
"suffix"	"82"	"11"	"of Radiance"
"suffix"	"83"	"12"	"of the Sun"
"suffix"	"84"	"17"	"of Life"
"suffix"	"85"	"2"	"of the Jackal"
"suffix"	"86"	"4"	"of the Fox"
"suffix"	"87"	"10"	"of the Wolf"
"suffix"	"88"	"33"	"of the Wolf"
"suffix"	"89"	"15"	"of the Tiger"
"suffix"	"90"	"18"	"of the Mammoth"
"suffix"	"91"	"45"	"of the Mammoth"
"suffix"	"92"	"22"	"of the Colosuss"
"suffix"	"93"	"4"	"of the Leech"
"suffix"	"94"	"15"	"of the Locust"
"suffix"	"95"	"4"	"of the Bat"
"suffix"	"96"	"15"	"of the Vampire"
"suffix"	"97"	"18"	"of Defiance"
"suffix"	"98"	"13"	"of Amelioration"
"suffix"	"99"	"5"	"of Remedy"
"suffix"	"100"	"0"	""
"suffix"	"101"	"18"	"of Simplicity"
"suffix"	"102"	"11"	"of Ease"
"suffix"	"103"	"0"	""
"suffix"	"104"	"3"	"of Strength"
"suffix"	"105"	"7"	"of Might"
"suffix"	"106"	"13"	"of the Ox"
"suffix"	"107"	"35"	"of the Ox"
"suffix"	"108"	"16"	"of the Giant"
"suffix"	"109"	"46"	"of the Giant"
"suffix"	"110"	"22"	"of the Titan"
"suffix"	"111"	"1"	"of Pacing"
"suffix"	"112"	"9"	"of Haste"
"suffix"	"113"	"16"	"of Speed"
"suffix"	"115"	"5"	"of Health"
"suffix"	"116"	"13"	"of Protection"
"suffix"	"117"	"19"	"of Absorption"
"suffix"	"118"	"26"	"of Life"
"suffix"	"119"	"37"	"of Life Everlasting"
"suffix"	"120"	"18"	"of Protection"
"suffix"	"121"	"24"	"of Absorption"
"suffix"	"122"	"33"	"of Life"
"suffix"	"123"	"43"	"of Anima"
"suffix"	"124"	"5"	"of Warding"
"suffix"	"125"	"12"	"of the Sentinel"
"suffix"	"126"	"19"	"of Guarding"
"suffix"	"127"	"35"	"of Negation"
"suffix"	"128"	"18"	"of the Sentinel"
"suffix"	"129"	"24"	"of Guarding"
"suffix"	"130"	"33"	"of Negation"
"suffix"	"131"	"8"	"of Coolness"
"suffix"	"132"	"14"	"of Incombustibility"
"suffix"	"133"	"21"	"of Amianthus"
"suffix"	"134"	"30"	"of Fire Quenching"
"suffix"	"135"	"9"	"of Coolness"
"suffix"	"136"	"16"	"of Incombustibility"
"suffix"	"137"	"25"	"of Amianthus"
"suffix"	"138"	"38"	"of Fire Quenching"
"suffix"	"139"	"17"	"of Faith"
"suffix"	"140"	"8"	"of Resistance"
"suffix"	"141"	"14"	"of Insulation"
"suffix"	"142"	"21"	"of Grounding"
"suffix"	"143"	"30"	"of the Dynamo"
"suffix"	"144"	"9"	"of Resistance"
"suffix"	"145"	"16"	"of Insulation"
"suffix"	"146"	"25"	"of Grounding"
"suffix"	"147"	"38"	"of the Dynamo"
"suffix"	"148"	"16"	"of Stoicism"
"suffix"	"149"	"8"	"of Warming"
"suffix"	"150"	"14"	"of Thawing"
"suffix"	"151"	"21"	"of the Dunes"
"suffix"	"152"	"30"	"of the Sirocco"
"suffix"	"153"	"9"	"of Warming"
"suffix"	"154"	"16"	"of Thawing"
"suffix"	"155"	"25"	"of the Dunes"
"suffix"	"156"	"38"	"of the Sirocco"
"suffix"	"157"	"17"	"of Desire"
"suffix"	"158"	"18"	"of Piercing"
"suffix"	"159"	"12"	"of Bashing"
"suffix"	"160"	"4"	"of Puncturing"
"suffix"	"161"	"10"	"of Thorns"
"suffix"	"162"	"15"	"of Spikes"
"suffix"	"163"	"26"	"of Razors"
"suffix"	"164"	"39"	"of Swords"
"suffix"	"165"	"29"	"of Malice"
"suffix"	"166"	"3"	"of Readiness"
"suffix"	"167"	"17"	"of Alacrity"
"suffix"	"168"	"26"	"of Swiftness"
"suffix"	"169"	"38"	"of Quickness"
"suffix"	"170"	"35"	"of Alacrity"
"suffix"	"171"	"31"	"of Fervor"
"suffix"	"172"	"1"	"of Blocking"
"suffix"	"173"	"8"	"of Deflecting"
"suffix"	"174"	"3"	"of the Apprentice"
"suffix"	"175"	"21"	"of the Magus"
"suffix"	"176"	"3"	"of Frost"
"suffix"	"177"	"9"	"of the Icicle"
"suffix"	"178"	"20"	"of the Glacier"
"suffix"	"179"	"37"	"of Winter"
"suffix"	"180"	"41"	"of Frost"
"suffix"	"181"	"12"	"of Frigidity"
"suffix"	"182"	"7"	"of Warmth"
"suffix"	"183"	"3"	"of Flame"
"suffix"	"184"	"11"	"of Fire"
"suffix"	"185"	"18"	"of Burning"
"suffix"	"186"	"35"	"of Incineration"
"suffix"	"187"	"30"	"of Flame"
"suffix"	"188"	"11"	"of Passion"
"suffix"	"189"	"3"	"of Shock"
"suffix"	"190"	"11"	"of Lightning"
"suffix"	"191"	"18"	"of Thunder"
"suffix"	"192"	"26"	"of Storms"
"suffix"	"193"	"37"	"of Shock"
"suffix"	"194"	"11"	"of Ennui"
"suffix"	"195"	"1"	"of Craftsmanship"
"suffix"	"196"	"3"	"of Quality"
"suffix"	"197"	"5"	"of Maiming"
"suffix"	"198"	"8"	"of Slaying"
"suffix"	"199"	"10"	"of Gore"
"suffix"	"200"	"14"	"of Carnage"
"suffix"	"201"	"18"	"of Slaughter"
"suffix"	"202"	"27"	"of Butchery"
"suffix"	"203"	"37"	"of Evisceration"
"suffix"	"204"	"34"	"of Maiming"
"suffix"	"205"	"1"	"of Craftsmanship"
"suffix"	"206"	"6"	"of Craftsmanship"
"suffix"	"207"	"11"	"of Craftsmanship"
"suffix"	"208"	"17"	"of Quality"
"suffix"	"209"	"22"	"of Quality"
"suffix"	"210"	"29"	"of Maiming"
"suffix"	"211"	"37"	"of Maiming"
"suffix"	"212"	"6"	"of Craftsmanship"
"suffix"	"213"	"13"	"of Craftsmanship"
"suffix"	"214"	"21"	"of Quality"
"suffix"	"215"	"30"	"of Quality"
"suffix"	"216"	"40"	"of Maiming"
"suffix"	"217"	"15"	"of Craftsmanship"
"suffix"	"218"	"28"	"of Quality"
"suffix"	"219"	"43"	"of Maiming"
"suffix"	"220"	"3"	"of Ire"
"suffix"	"221"	"8"	"of Wrath"
"suffix"	"222"	"18"	"of Carnage"
"suffix"	"223"	"1"	"of Worth"
"suffix"	"224"	"9"	"of Measure"
"suffix"	"225"	"18"	"of Excellence"
"suffix"	"226"	"40"	"of Performance"
"suffix"	"227"	"68"	"of Transcendence"
"suffix"	"228"	"11"	"of Worth"
"suffix"	"229"	"29"	"of Measure"
"suffix"	"230"	"51"	"of Excellence"
"suffix"	"231"	"73"	"of Performance"
"suffix"	"232"	"3"	"of Joyfulness"
"suffix"	"233"	"37"	"of Bliss"
"suffix"	"234"	"3"	"of Blight"
"suffix"	"235"	"11"	"of Venom"
"suffix"	"236"	"18"	"of Pestilence"
"suffix"	"237"	"25"	"of Anthrax"
"suffix"	"238"	"33"	"of Blight"
"suffix"	"239"	"1"	"of Envy"
"suffix"	"240"	"1"	"of Dexterity"
"suffix"	"241"	"8"	"of Skill"
"suffix"	"242"	"20"	"of Accuracy"
"suffix"	"243"	"35"	"of Precision"
"suffix"	"244"	"51"	"of Perfection"
"suffix"	"245"	"64"	"of Nirvana"
"suffix"	"246"	"4"	"of Dexterity"
"suffix"	"247"	"16"	"of Skill"
"suffix"	"248"	"31"	"of Accuracy"
"suffix"	"249"	"48"	"of Precision"
"suffix"	"250"	"67"	"of Perfection"
"suffix"	"251"	"9"	"of Dexterity"
"suffix"	"252"	"26"	"of Skill"
"suffix"	"253"	"38"	"of Accuracy"
"suffix"	"254"	"52"	"of Precision"
"suffix"	"255"	"1"	"of Dexterity"
"suffix"	"256"	"2"	"of Dexterity"
"suffix"	"257"	"5"	"of Dexterity"
"suffix"	"258"	"10"	"of Dexterity"
"suffix"	"259"	"13"	"of Dexterity"
"suffix"	"260"	"16"	"of Dexterity"
"suffix"	"261"	"5"	"of Daring"
"suffix"	"262"	"3"	"of Balance"
"suffix"	"263"	"6"	"of Equilibrium"
"suffix"	"264"	"13"	"of Stability"
"suffix"	"265"	"1"	"of Balance"
"suffix"	"266"	"14"	"of Balance"
"suffix"	"267"	"29"	"of Balance"
"suffix"	"268"	"36"	"of Truth"
"suffix"	"269"	"7"	"of Regeneration"
"suffix"	"270"	"30"	"of Regeneration"
"suffix"	"271"	"52"	"of Regeneration"
"suffix"	"272"	"12"	"of Regrowth"
"suffix"	"273"	"41"	"of Regrowth"
"suffix"	"274"	"30"	"of Revivification"
"suffix"	"275"	"35"	"of Honor"
"suffix"	"276"	"6"	"of Vileness"
"suffix"	"277"	"1"	"of Greed"
"suffix"	"278"	"12"	"of Wealth"
"suffix"	"279"	"1"	"of Greed"
"suffix"	"280"	"5"	"of Greed"
"suffix"	"281"	"14"	"of Greed"
"suffix"	"282"	"5"	"of Greed"
"suffix"	"283"	"15"	"of Greed"
"suffix"	"284"	"15"	"of Greed"
"suffix"	"285"	"1"	"of Avarice"
"suffix"	"286"	"9"	"of Chance"
"suffix"	"287"	"12"	"of Fortune"
"suffix"	"288"	"31"	"of Fortune"
"suffix"	"289"	"19"	"of Luck"
"suffix"	"290"	"18"	"of Fortune"
"suffix"	"291"	"33"	"of Good Luck"
"suffix"	"292"	"19"	"of Prosperity"
"suffix"	"293"	"1"	"of Energy"
"suffix"	"294"	"3"	"of the Mind"
"suffix"	"295"	"9"	"of Brilliance"
"suffix"	"296"	"16"	"of Sorcery"
"suffix"	"297"	"23"	"of Wizardry"
"suffix"	"298"	"33"	"of Enlightenment"
"suffix"	"299"	"5"	"of Energy"
"suffix"	"300"	"9"	"of the Mind"
"suffix"	"301"	"16"	"of Brilliance"
"suffix"	"302"	"23"	"of Sorcery"
"suffix"	"303"	"33"	"of Wizardry"
"suffix"	"304"	"3"	"of Energy"
"suffix"	"305"	"7"	"of the Mind"
"suffix"	"306"	"12"	"of Brilliance"
"suffix"	"307"	"21"	"of Sorcery"
"suffix"	"308"	"6"	"of Knowledge"
"suffix"	"309"	"6"	"of the Bear"
"suffix"	"310"	"4"	"of Light"
"suffix"	"311"	"11"	"of Radiance"
"suffix"	"312"	"12"	"of the Sun"
"suffix"	"313"	"1"	"of the Jackal"
"suffix"	"314"	"5"	"of the Fox"
"suffix"	"315"	"11"	"of the Wolf"
"suffix"	"316"	"15"	"of the Tiger"
"suffix"	"317"	"18"	"of the Mammoth"
"suffix"	"318"	"22"	"of the Colosuss"
"suffix"	"319"	"30"	"of the Squid"
"suffix"	"320"	"37"	"of the Whale"
"suffix"	"321"	"3"	"of the Jackal"
"suffix"	"322"	"8"	"of the Fox"
"suffix"	"323"	"20"	"of the Wolf"
"suffix"	"324"	"35"	"of the Tiger"
"suffix"	"325"	"51"	"of the Mammoth"
"suffix"	"326"	"67"	"of the Colosuss"
"suffix"	"327"	"6"	"of the Jackal"
"suffix"	"328"	"13"	"of the Fox"
"suffix"	"329"	"26"	"of the Wolf"
"suffix"	"330"	"43"	"of the Tiger"
"suffix"	"331"	"60"	"of the Mammoth"
"suffix"	"332"	"1"	"of Life"
"suffix"	"333"	"6"	"of Life"
"suffix"	"334"	"14"	"of Life"
"suffix"	"335"	"23"	"of Substinence"
"suffix"	"336"	"37"	"of Substinence"
"suffix"	"337"	"53"	"of Substinence"
"suffix"	"338"	"69"	"of Vita"
"suffix"	"339"	"83"	"of Vita"
"suffix"	"340"	"97"	"of Vita"
"suffix"	"341"	"9"	"of Life"
"suffix"	"342"	"9"	"of Life"
"suffix"	"343"	"19"	"of Substinence"
"suffix"	"344"	"34"	"of Substinence"
"suffix"	"345"	"50"	"of Vita"
"suffix"	"346"	"66"	"of Vita"
"suffix"	"347"	"14"	"of Life"
"suffix"	"348"	"17"	"of Substinence"
"suffix"	"349"	"39"	"of Vita"
"suffix"	"350"	"1"	"of Spirit"
"suffix"	"351"	"37"	"of Hope"
"suffix"	"352"	"4"	"of the Leech"
"suffix"	"353"	"15"	"of the Locust"
"suffix"	"354"	"43"	"of the Lamprey"
"suffix"	"355"	"10"	"of the Leech"
"suffix"	"356"	"35"	"of the Locust"
"suffix"	"357"	"65"	"of the Lamprey"
"suffix"	"358"	"26"	"of the Leech"
"suffix"	"359"	"4"	"of the Bat"
"suffix"	"360"	"16"	"of the Wraith"
"suffix"	"361"	"48"	"of the Vampire"
"suffix"	"362"	"11"	"of the Bat"
"suffix"	"363"	"40"	"of the Wraith"
"suffix"	"364"	"66"	"of the Vampire"
"suffix"	"365"	"27"	"of the Bat"
"suffix"	"366"	"18"	"of Defiance"
"suffix"	"367"	"13"	"of Amelioration"
"suffix"	"368"	"5"	"of Remedy"
"suffix"	"369"	"18"	"of Simplicity"
"suffix"	"370"	"11"	"of Ease"
"suffix"	"371"	"1"	"of Freedom"
"suffix"	"372"	"1"	"of Strength"
"suffix"	"373"	"8"	"of Might"
"suffix"	"374"	"19"	"of the Ox"
"suffix"	"375"	"34"	"of the Giant"
"suffix"	"376"	"50"	"of the Titan"
"suffix"	"377"	"63"	"of Atlus"
"suffix"	"378"	"3"	"of Strength"
"suffix"	"379"	"15"	"of Might"
"suffix"	"380"	"30"	"of the Ox"
"suffix"	"381"	"47"	"of the Giant"
"suffix"	"382"	"66"	"of the Titan"
"suffix"	"383"	"8"	"of Strength"
"suffix"	"384"	"25"	"of Might"
"suffix"	"385"	"37"	"of the Ox"
"suffix"	"386"	"51"	"of the Giant"
"suffix"	"387"	"1"	"of Strength"
"suffix"	"388"	"2"	"of Strength"
"suffix"	"389"	"5"	"of Strength"
"suffix"	"390"	"10"	"of Strength"
"suffix"	"391"	"13"	"of Strength"
"suffix"	"392"	"16"	"of Strength"
"suffix"	"393"	"13"	"of Virility"
"suffix"	"394"	"8"	"of Pacing"
"suffix"	"395"	"16"	"of Haste"
"suffix"	"396"	"29"	"of Speed"
"suffix"	"397"	"57"	"of Traveling"
"suffix"	"398"	"43"	"of Acceleration"
"suffix"	"399"	"14"	"of Inertia"
"suffix"	"400"	"18"	"of Inertia"
"suffix"	"401"	"27"	"of Inertia"
"suffix"	"402"	"1"	"of Self-Repair"
"suffix"	"403"	"12"	"of Fast Repair"
"suffix"	"404"	"42"	"of Ages"
"suffix"	"405"	"3"	"of Replenishing"
"suffix"	"406"	"18"	"of Propogation"
"suffix"	"407"	"1"	"of the Kraken"
"suffix"	"408"	"1"	"of Memory"
"suffix"	"409"	"7"	"of the Elephant"
"suffix"	"410"	"1"	"of Power"
"suffix"	"411"	"1"	"of Grace"
"suffix"	"412"	"1"	"of Grace and Power"
"suffix"	"413"	"1"	"of the Yeti"
"suffix"	"414"	"1"	"of the Phoenix"
"suffix"	"415"	"1"	"of the Efreeti"
"suffix"	"416"	"1"	"of the Cobra"
"suffix"	"417"	"1"	"of the Elements"
"suffix"	"418"	"12"	"of Firebolts"
"suffix"	"419"	"4"	"of Firebolts"
"suffix"	"420"	"15"	"of Firebolts"
"suffix"	"421"	"4"	"of Charged Shield"
"suffix"	"422"	"12"	"of Charged Shield"
"suffix"	"423"	"19"	"of Charged Shield"
"suffix"	"424"	"4"	"of Icebolt"
"suffix"	"425"	"0"	"of Frozen Armor"
"suffix"	"426"	"0"	"of Static Field"
"suffix"	"427"	"0"	"of Telekinesis"
"suffix"	"428"	"9"	"of Frost Shield"
"suffix"	"429"	"0"	"of Ice Blast"
"suffix"	"430"	"0"	"of Blaze"
"suffix"	"431"	"0"	"of Fire Ball"
"suffix"	"432"	"13"	"of Nova"
"suffix"	"433"	"21"	"of Nova"
"suffix"	"434"	"13"	"of Nova Shield"
"suffix"	"435"	"21"	"of Nova Shield"
"suffix"	"436"	"28"	"of Nova Shield"
"suffix"	"437"	"13"	"of Lightning"
"suffix"	"438"	"18"	"of Lightning"
"suffix"	"439"	"0"	"of Shiver Armor"
"suffix"	"440"	"0"	"of Fire Wall"
"suffix"	"441"	"0"	"of Enchant"
"suffix"	"442"	"18"	"of Chain Lightning"
"suffix"	"443"	"26"	"of Chain Lightning"
"suffix"	"444"	"33"	"of Chain Lightning"
"suffix"	"445"	"18"	"of Teleport Shield"
"suffix"	"446"	"26"	"of Teleport Shield"
"suffix"	"447"	"33"	"of Teleport Shield"
"suffix"	"448"	"0"	"of Glacial Spike"
"suffix"	"449"	"0"	"of Meteor"
"suffix"	"450"	"0"	"of Thunder Storm"
"suffix"	"451"	"0"	"of Energy Shield"
"suffix"	"452"	"0"	"of Blizzard"
"suffix"	"453"	"0"	"of Chilling Armor"
"suffix"	"454"	"30"	"of Hydra Shield"
"suffix"	"455"	"0"	"of Frozen Orb"
"suffix"	"456"	"22"	"of Dawn"
"suffix"	"457"	"22"	"of Sunlight"
"suffix"	"458"	"11"	"of Magic Arrows"
"suffix"	"459"	"28"	"of Magic Arrows"
"suffix"	"460"	"12"	"of Fire Arrows"
"suffix"	"461"	"32"	"of Fire Arrows"
"suffix"	"462"	"14"	"of Inner Sight"
"suffix"	"463"	"42"	"of Inner Sight"
"suffix"	"464"	"18"	"of Jabbing"
"suffix"	"465"	"42"	"of Jabbing"
"suffix"	"466"	"16"	"of Cold Arrows"
"suffix"	"467"	"39"	"of Cold Arrows"
"suffix"	"468"	"19"	"of Multiple Shot"
"suffix"	"469"	"55"	"of Multiple Shot"
"suffix"	"470"	"13"	"of Power Strike"
"suffix"	"471"	"47"	"of Power Strike"
"suffix"	"472"	"18"	"of Poison Jab"
"suffix"	"473"	"59"	"of Poison Jab"
"suffix"	"474"	"26"	"of Exploding Arrows"
"suffix"	"475"	"61"	"of Exploding Arrows"
"suffix"	"476"	"27"	"of Slow Missiles"
"suffix"	"477"	"60"	"of Slow Missiles"
"suffix"	"478"	"18"	"of Impaling Strike"
"suffix"	"479"	"51"	"of Impaling Strike"
"suffix"	"480"	"18"	"of Lightning Javelin"
"suffix"	"481"	"62"	"of Lightning Javelin"
"suffix"	"482"	"28"	"of Ice Arrows"
"suffix"	"483"	"64"	"of Ice Arrows"
"suffix"	"484"	"26"	"of Guided Arrows"
"suffix"	"485"	"61"	"of Guided Arrows"
"suffix"	"486"	"25"	"of Charged Strike"
"suffix"	"487"	"60"	"of Charged Strike"
"suffix"	"488"	"27"	"of Plague Jab"
"suffix"	"489"	"63"	"of Plague Jab"
"suffix"	"490"	"36"	"of Immolating Arrows"
"suffix"	"491"	"77"	"of Immolating Arrows"
"suffix"	"492"	"35"	"of Fending"
"suffix"	"493"	"75"	"of Fending"
"suffix"	"494"	"42"	"of Freezing Arrows"
"suffix"	"495"	"86"	"of Freezing Arrows"
"suffix"	"496"	"39"	"of Lightning Strike"
"suffix"	"497"	"82"	"of Lightning Strike"
"suffix"	"498"	"41"	"of Lightning Fury"
"suffix"	"499"	"84"	"of Lightning Fury"
"suffix"	"500"	"7"	"of Fire Bolts"
"suffix"	"501"	"14"	"of Fire Bolts"
"suffix"	"502"	"7"	"of Charged Bolts"
"suffix"	"503"	"14"	"of Charged Bolts"
"suffix"	"504"	"7"	"of Ice Bolts"
"suffix"	"505"	"14"	"of Ice Bolts"
"suffix"	"506"	"7"	"of Frozen Armor"
"suffix"	"507"	"14"	"of Frozen Armor"
"suffix"	"508"	"12"	"of Static Field"
"suffix"	"509"	"24"	"of Static Field"
"suffix"	"510"	"12"	"of Telekinesis"
"suffix"	"511"	"24"	"of Telekinesis"
"suffix"	"512"	"12"	"of Frost Novas"
"suffix"	"513"	"24"	"of Frost Novas"
"suffix"	"514"	"12"	"of Ice Blasts"
"suffix"	"515"	"24"	"of Ice Blasts"
"suffix"	"516"	"18"	"of Blazing"
"suffix"	"517"	"36"	"of Blazing"
"suffix"	"518"	"18"	"of Fire Balls"
"suffix"	"519"	"36"	"of Fire Balls"
"suffix"	"520"	"18"	"of Novas"
"suffix"	"521"	"36"	"of Novas"
"suffix"	"522"	"18"	"of Lightning"
"suffix"	"523"	"36"	"of Lightning"
"suffix"	"524"	"18"	"of Shiver Armor"
"suffix"	"525"	"36"	"of Shiver Armor"
"suffix"	"526"	"24"	"of Fire Walls"
"suffix"	"527"	"48"	"of Fire Walls"
"suffix"	"528"	"24"	"of Enchantment"
"suffix"	"529"	"48"	"of Enchantment"
"suffix"	"530"	"24"	"of Chain Lightning"
"suffix"	"531"	"48"	"of Chain Lightning"
"suffix"	"532"	"24"	"of Teleportation"
"suffix"	"533"	"48"	"of Teleportation"
"suffix"	"534"	"24"	"of Glacial Spikes"
"suffix"	"535"	"48"	"of Glacial Spikes"
"suffix"	"536"	"30"	"of Meteors"
"suffix"	"537"	"60"	"of Meteors"
"suffix"	"538"	"30"	"of Thunder Storm"
"suffix"	"539"	"60"	"of Thunder Storm"
"suffix"	"540"	"30"	"of Energy Shield"
"suffix"	"541"	"60"	"of Energy Shield"
"suffix"	"542"	"30"	"of Blizzards"
"suffix"	"543"	"60"	"of Blizzards"
"suffix"	"544"	"30"	"of Chilling Armor"
"suffix"	"545"	"60"	"of Chilling Armor"
"suffix"	"546"	"36"	"of Hydras"
"suffix"	"547"	"72"	"of Hydras"
"suffix"	"548"	"36"	"of Frozen Orbs"
"suffix"	"549"	"72"	"of Frozen Orbs"
"suffix"	"550"	"7"	"of Amplify Damage"
"suffix"	"551"	"14"	"of Amplify Damage"
"suffix"	"552"	"7"	"of Teeth"
"suffix"	"553"	"14"	"of Teeth"
"suffix"	"554"	"7"	"of Bone Armor"
"suffix"	"555"	"14"	"of Bone Armor"
"suffix"	"556"	"7"	"of Raise Skeletons"
"suffix"	"557"	"14"	"of Raise Skeletons"
"suffix"	"558"	"12"	"of Dim Vision"
"suffix"	"559"	"24"	"of Dim Vision"
"suffix"	"560"	"12"	"of Weaken"
"suffix"	"561"	"24"	"of Weaken"
"suffix"	"562"	"12"	"of Poison Dagger"
"suffix"	"563"	"24"	"of Poison Dagger"
"suffix"	"564"	"12"	"of Corpse Explosions"
"suffix"	"565"	"24"	"of Corpse Explosions"
"suffix"	"566"	"12"	"of Clay Golem Summoning"
